code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price
533,,,03110.1.5,4,CAPATAZ,,,0.5,0.25,,,Horas,2.0625
1258,,,03110.1.5,5,EXTENCION ELECTRICA 25 MTS,,,1,0.5,,,M2,0.15
1463,,,03110.1.5,5,ASPIRADORA MANUAL,,,1,0.5,,,M2,0.2275
302,,,03110.1.5,5,TALADRO ELECTRICO MANUAL,,,1,0.5,,,M2,0.4375
03110.1.6,,,3110.1,2,SUMINISTRO TRANSPORTE E INSTALACION DE BARRERA DE VAPOR EN PISOS.,,,,149,26.5,8,M2,
8654,,,03110.1.6,3,"MORTERO EPOXICO IMERCEN 13,48 KG SACO",,,0.34,0.34,,,SACO,21
8655,,,03110.1.6,3,IMERCEN MODUL 1.5 KG,,,0.15,0.15,,,JUEGO,52
8656,,,03110.1.6,3,KIT DE SELLADOR EPOXICO,,,0.034,0.034,,,KIT,210
1,,,03110.1.6,4,OBRERO DE PRIMERA,,,2,0.603773585,,,Horas,1.04625
5,,,03110.1.6,4,ALBAÑIL DE 1a,,,1,0.301886792,,,Horas,1.3775
501,,,03110.1.6,4,PLANIFICADOR,,,0.13,3.92E-02,,,Horas,2.3325
502,,,03110.1.6,4,SUPERVISOR DE SEGURIDAD,,,0.25,7.55E-02,,,Horas,2.3325
533,,,03110.1.6,4,CAPATAZ,,,0.5,0.150943396,,,Horas,2.0625
333,,,03110.1.6,5,PALA RECTANGULAR,,,1,0.301886792,,,M2,0.11625
74,,,03110.1.6,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.301886792,,,M2,0.15625
%*M,,,03110.1.6,6,TRANSPORTE DE MATERIALES (10%),,,,,,,%,5
03110.1.7,,,3110.1,2,CONSTRUCCION DE CURVA SANITARIA (MEDIA CAÑA). ELABOARADA CON MORTERO  EPOXICO,,,,80,12.8,8,M2,
79,,,03110.1.7,3,SOLVENTE UNIVERSAL (THINNER),,,0.012,0.012,,,GALON,0
8651,,,03110.1.7,3,ARENA SILICE (SACO 35 KG),,,0.075,0.075,,,SACO,15
8657,,,03110.1.7,3,ADHESIVO EPOXICO ADHEMIX,,,0.012,0.012,,,GAL,240
958,,,03110.1.7,3,"TIRRO 3M A= 1""",,,0.012,0.012,,,ROLLO,3
1,,,03110.1.7,4,OBRERO DE PRIMERA,,,1,0.624999991,,,Horas,1.04625
28,,,03110.1.7,4,MAESTRO DE OBRA ,,,1,0.624999991,,,Horas,1.3775
501,,,03110.1.7,4,PLANIFICADOR,,,0.13,8.12E-02,,,Horas,2.3325
502,,,03110.1.7,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.156249998,,,Horas,2.3325
533,,,03110.1.7,4,CAPATAZ,,,0.5,0.312499995,,,Horas,2.0625
1474,,,03110.1.7,5,MEZCLADOR ELECTRICO,,,1,0.624999991,,,M2,0.875
1475,,,03110.1.7,5,PALUSTRA MEDIA CAÑA ,,,1,0.624999991,,,M2,0.01875
333,,,03110.1.7,5,PALA RECTANGULAR,,,1,0.624999991,,,M2,0.11625
74,,,03110.1.7,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.624999991,,,M2,0.15625
03110.1.8,,,3110.1,2,SUMINISTRO E INSTALACION DE DE RECUBRIMIENTO EPOXICO 100% SOLIDO.,,,,149,53.35,8,M2,
79,,,03110.1.8,3,SOLVENTE UNIVERSAL (THINNER),,,0.047,0.047,,,GALON,0
8658,,,03110.1.8,3,PINTURA EPOXICA 100% SOLIDO HBA,,,0.17,0.17,,,KIT,130
958,,,03110.1.8,3,"TIRRO 3M A= 1""",,,0.007,0.007,,,ROLLO,3
2,,,03110.1.8,4,AYUDANTE,,,1,0.149953144,,,Horas,1.04625
23,,,03110.1.8,4,PINTOR DE 1a,,,1,0.149953144,,,Horas,1.3775
28,,,03110.1.8,4,MAESTRO DE OBRA ,,,1,0.149953144,,,Horas,1.3775
501,,,03110.1.8,4,PLANIFICADOR,,,0.13,1.95E-02,,,Horas,2.3325
502,,,03110.1.8,4,SUPERVISOR DE SEGURIDAD,,,0.25,3.75E-02,,,Horas,2.3325
533,,,03110.1.8,4,CAPATAZ,,,0.5,7.50E-02,,,Horas,2.0625
494,,,03110.1.8,5,"ESPATULA 6""",,,3,0.449859432,,,M2,0.02
646,,,03110.1.8,5,CEPILLO BARRER CON PALO,,,3,0.449859432,,,M2,0.05
647,,,03110.1.8,5,HARAGAN CON PALO,,,1,0.149953144,,,M2,1.26125
3110.2,,,,1,PISO AREA DE FRACCIONADO,,,,,,,,
03110.2.1,,,3110.2,2,DEMOLICION MANUAL DE MALLA EXPANDIDA Y MORTERO EPOXICO. INCLUYE  BOTE DE ESCOMBRO DENTRO DEL AREA,,,,80,21.34,8,M2,
1,,,03110.2.1,4,OBRERO DE PRIMERA,,,2,0.749765693,,,Horas,1.04625
5,,,03110.2.1,4,ALBAÑIL DE 1a,,,1,0.374882846,,,Horas,1.3775
501,,,03110.2.1,4,PLANIFICADOR,,,0.13,4.87E-02,,,Horas,2.3325
502,,,03110.2.1,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.093720712,,,Horas,2.3325
533,,,03110.2.1,4,CAPATAZ,,,0.5,0.187441423,,,Horas,2.0625
1203,,,03110.2.1,5,MARTILLO ELECTRICO,,,1,0.374882846,,,M2,2
1320,,,03110.2.1,5,BARRA,,,1,0.374882846,,,M2,0.125
163,,,03110.2.1,5,MANDARRIA MANGO CORTO 2 Kgs,,,1,0.374882846,,,M2,0.0375
170,,,03110.2.1,5,CINCEL PUNTA PLANA 1'' X 10'',,,1,0.374882846,,,M2,0.01625
333,,,03110.2.1,5,PALA RECTANGULAR,,,1,0.374882846,,,M2,0.11625
74,,,03110.2.1,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.374882846,,,M2,0.15625
03110.2.2,,,3110.2,2,PREPARACION DE LA SUPERFICIE A TRAVES DE METODOS QUIMICOS CON APLICACIÓN DE SODA CAUSTICA Y DESENGRASANTE.,,,,80,250,8,M2,
4031,,,03110.2.2,3,DESENGRASANTE,,,0.07,0.07,,,LTR,0
4498,,,03110.2.2,3,CEPILLO DE BARRER,,,0.013,0.013,,,UND,0
5703,,,03110.2.2,3,COLETO,,,0.03,0.03,,,UND,0
8583,,,03110.2.2,3,CEPILLO DE BARRER CERDA DURA,,,0.013,0.013,,,UNID,0
1,,,03110.2.2,4,OBRERO DE PRIMERA,,,3,0.096,,,Horas,1.04625
501,,,03110.2.2,4,PLANIFICADOR,,,0.13,4.16E-03,,,Horas,2.3325
502,,,03110.2.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.008,,,Horas,2.3325
533,,,03110.2.2,4,CAPATAZ,,,0.5,0.016,,,Horas,2.0625
1086,,,03110.2.2,5,MECATE,,,50,1.6,,,M2,0.01625
1408,,,03110.2.2,5,MANGUERA JARDINERA,,,50,1.6,,,M2,0.00625
1463,,,03110.2.2,5,ASPIRADORA MANUAL,,,1,0.032,,,M2,0.2275
304,,,03110.2.2,5,TOBO PLASTICO CAP= 10 Lts PARA ALBAÑIL,,,2,0.064,,,M2,0.02375
333,,,03110.2.2,5,PALA RECTANGULAR,,,2,0.064,,,M2,0.11625
664,,,03110.2.2,5,ASPERJADORA MANUAL,,,1,0.032,,,M2,0.625
74,,,03110.2.2,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.032,,,M2,0.15625
03110.2.3,,,3110.2,2,PREPARACION DE LA SUPERFICIE A TRAVES DE METODOS MECANICOS PARA REMOCION DE REVESTIMIENTO EXISTENTE Y GENERAR PERFIL DE ANCLAJE,,,,80,85.36,8,M2,
7955,,,03110.2.3,3,MOLA PARA GRANITO #80,,,0.07,0.07,,,UND,0
8650,,,03110.2.3,3,"COPA ALAMBRE PARA ESMERIL 3""",,,0.07,0.07,,,UND,0
1,,,03110.2.3,4,OBRERO DE PRIMERA,,,1,0.093720712,,,Horas,1.04625
2,,,03110.2.3,4,AYUDANTE,,,1,0.093720712,,,Horas,1.04625
5,,,03110.2.3,4,ALBAÑIL DE 1a,,,1,0.093720712,,,Horas,1.3775
501,,,03110.2.3,4,PLANIFICADOR,,,0.13,1.22E-02,,,Horas,2.3325
502,,,03110.2.3,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.023430178,,,Horas,2.3325
533,,,03110.2.3,4,CAPATAZ,,,0.5,0.046860356,,,Horas,2.0625
1258,,,03110.2.3,5,EXTENCION ELECTRICA 25 MTS,,,1,0.093720712,,,M2,0.15
236,,,03110.2.3,5,"NIVEL DE 3 BURBUJAS 14""",,,1,0.093720712,,,M2,0.02875
251,,,03110.2.3,5,BARRA METALICA DE 1.47 Mts PARA HACER HOYOS,,,2,0.187441423,,,M2,0.125
293,,,03110.2.3,5,"ESMERIL DE 7""",,,1,0.093720712,,,M2,0.51125
333,,,03110.2.3,5,PALA RECTANGULAR,,,2,0.187441423,,,M2,0.11625
74,,,03110.2.3,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.093720712,,,M2,0.15625
03110.2.4,,,3110.2,2,SUMINISTRO TRANSPORTE E INSTALACION DE BARRERA DE VAPOR EN PISOS.,,,,80,26.5,8,M2,
8654,,,03110.2.4,3,"MORTERO EPOXICO IMERCEN 13,48 KG SACO",,,0.34,0.34,,,SACO,21
8655,,,03110.2.4,3,IMERCEN MODUL 1.5 KG,,,0.15,0.15,,,JUEGO,52
8656,,,03110.2.4,3,KIT DE SELLADOR EPOXICO,,,0.034,0.034,,,KIT,210
1,,,03110.2.4,4,OBRERO DE PRIMERA,,,2,0.603773585,,,Horas,1.04625
5,,,03110.2.4,4,ALBAÑIL DE 1a,,,1,0.301886792,,,Horas,1.3775
501,,,03110.2.4,4,PLANIFICADOR,,,0.13,3.92E-02,,,Horas,2.3325
502,,,03110.2.4,4,SUPERVISOR DE SEGURIDAD,,,0.25,7.55E-02,,,Horas,2.3325
533,,,03110.2.4,4,CAPATAZ,,,0.5,0.150943396,,,Horas,2.0625
333,,,03110.2.4,5,PALA RECTANGULAR,,,1,0.301886792,,,M2,0.11625
74,,,03110.2.4,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.301886792,,,M2,0.15625
%*M,,,03110.2.4,6,TRANSPORTE DE MATERIALES (10%),,,,,,,%,5
03110.2.5,,,3110.2,2,CONSTRUCCION DE CURVA SANITARIA (MEDIA CAÑA). ELABOARADA CON MORTERO  EPOXICO,,,,36,12.8,8,M2,
79,,,03110.2.5,3,SOLVENTE UNIVERSAL (THINNER),,,0.012,0.012,,,GALON,0
8651,,,03110.2.5,3,ARENA SILICE (SACO 35 KG),,,0.075,0.075,,,SACO,15
8657,,,03110.2.5,3,ADHESIVO EPOXICO ADHEMIX,,,0.012,0.012,,,GAL,240
958,,,03110.2.5,3,"TIRRO 3M A= 1""",,,0.012,0.012,,,ROLLO,3
1,,,03110.2.5,4,OBRERO DE PRIMERA,,,1,0.624999991,,,Horas,1.04625
28,,,03110.2.5,4,MAESTRO DE OBRA ,,,1,0.624999991,,,Horas,1.3775
501,,,03110.2.5,4,PLANIFICADOR,,,0.13,8.12E-02,,,Horas,2.3325
502,,,03110.2.5,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.156249998,,,Horas,2.3325
533,,,03110.2.5,4,CAPATAZ,,,0.5,0.312499995,,,Horas,2.0625
1474,,,03110.2.5,5,MEZCLADOR ELECTRICO,,,1,0.624999991,,,M2,0.875
1475,,,03110.2.5,5,PALUSTRA MEDIA CAÑA ,,,1,0.624999991,,,M2,0.01875
333,,,03110.2.5,5,PALA RECTANGULAR,,,1,0.624999991,,,M2,0.11625
74,,,03110.2.5,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,1,0.624999991,,,M2,0.15625
03110.2.6,,,3110.2,2,CONSTRUCCION DE BROCALES DE CONCRETO DE RCC-180 KG/CM2 A LOS 28 DIAS. INCLUYE EL REFUERZO METALICO Y ENCOFRADO.,,,,0.5,2.668,8,M3,
1730,,,03110.2.6,3,ARENA LAVADA ,,,0.2,0.4,,,M3,0
2180,,,03110.2.6,3,CEMENTO GRIS ULTRA SACO=42.5 KG,,,3.5,7,,,SACO,0
2877,,,03110.2.6,3,PIEDRA PICADA ,,,0.4,0.8,,,M3,0
58,,,03110.2.6,3,"CABILLA D= 3/8"" Fy 4200 KG/CM2 (0,559 KG/M) 6 MTS",,,12,24,,,PZA,0
65,,,03110.2.6,3,ALAMBRE LISO GALVANIZADO CAL 18,,,5,10,,,KG,0
8129,,,03110.2.6,3,MADERA PARA ENCOFRADO,,,3,6,,,M3,20
8659,,,03110.2.6,3,CABILLA 8.5 MM 6 M,,,12,24,,,PZA,0
8660,,,03110.2.6,3,ANCLAJE QUIMICO INYECCION,,,1,2,,,UND,40
1,,,03110.2.6,4,OBRERO DE PRIMERA,,,1,2.998500769,,,Horas,1.04625
2,,,03110.2.6,4,AYUDANTE,,,1,2.998500769,,,Horas,1.04625
5,,,03110.2.6,4,ALBAÑIL DE 1a,,,1,2.998500769,,,Horas,1.3775
501,,,03110.2.6,4,PLANIFICADOR,,,0.13,0.389805086,,,Horas,2.3325
502,,,03110.2.6,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.749625192,,,Horas,2.3325
533,,,03110.2.6,4,CAPATAZ,,,0.5,1.499250384,,,Horas,2.0625
239,,,03110.2.6,5,"CUCHARA DE 6""",,,2,5.997001538,,,M3,0.01875
304,,,03110.2.6,5,TOBO PLASTICO CAP= 10 Lts PARA ALBAÑIL,,,2,5.997001538,,,M3,0.02375
333,,,03110.2.6,5,PALA RECTANGULAR,,,2,5.997001538,,,M3,0.11625
74,,,03110.2.6,5,CARRETILLA RUEDA DE GOMA CAP= 55 Lts,,,2,5.997001538,,,M3,0.15625
03110.2.7,,,3110.2,2,SUMINISTRO E INSTALACION DE DE RECUBRIMIENTO EPOXICO 100% SOLIDO.,,,,80,53.35,8,M2,
79,,,03110.2.7,3,SOLVENTE UNIVERSAL (THINNER),,,0.047,0.047,,,GALON,0
8658,,,03110.2.7,3,PINTURA EPOXICA 100% SOLIDO HBA,,,0.17,0.17,,,KIT,130
958,,,03110.2.7,3,"TIRRO 3M A= 1""",,,0.007,0.007,,,ROLLO,3
2,,,03110.2.7,4,AYUDANTE,,,1,0.149953144,,,Horas,1.04625
23,,,03110.2.7,4,PINTOR DE 1a,,,1,0.149953144,,,Horas,1.3775
28,,,03110.2.7,4,MAESTRO DE OBRA ,,,1,0.149953144,,,Horas,1.3775
501,,,03110.2.7,4,PLANIFICADOR,,,0.13,1.95E-02,,,Horas,2.3325
502,,,03110.2.7,4,SUPERVISOR DE SEGURIDAD,,,0.25,3.75E-02,,,Horas,2.3325
533,,,03110.2.7,4,CAPATAZ,,,0.5,7.50E-02,,,Horas,2.0625
494,,,03110.2.7,5,"ESPATULA 6""",,,3,0.449859432,,,M2,0.02
646,,,03110.2.7,5,CEPILLO BARRER CON PALO,,,3,0.449859432,,,M2,0.05
647,,,03110.2.7,5,HARAGAN CON PALO,,,1,0.149953144,,,M2,1.26125
03110.2.8,,,3110.2,2,DEMARCACION EN PISOS (LAYOUT) CON EPOXICO,,,,116,30.943,8,ML,
4423,,,03110.2.8,3,"RODILLO 8""",,,0.03,0.03,,,PZAS,0
4427,,,03110.2.8,3,"BROCHA 2""",,,0.017,0.017,,,PZAS,0
4605,,,03110.2.8,3,FUNDA PARA RODILLO,,,0.03,0.03,,,PZAS,2
5125,,,03110.2.8,3,"BROCHA 3""",,,0.017,0.017,,,UND,0
8658,,,03110.2.8,3,PINTURA EPOXICA 100% SOLIDO HBA,,,0.03,0.03,,,GALON,130
958,,,03110.2.8,3,"TIRRO 3M A= 1""",,,0.025,0.025,,,ROLLO,3
2,,,03110.2.8,4,AYUDANTE,,,1,0.258539889,,,Horas,1.04625
23,,,03110.2.8,4,PINTOR DE 1a,,,2,0.517079779,,,Horas,1.3775
501,,,03110.2.8,4,PLANIFICADOR,,,0.13,3.36E-02,,,Horas,2.3325
502,,,03110.2.8,4,SUPERVISOR DE SEGURIDAD,,,0.25,6.46E-02,,,Horas,2.3325
533,,,03110.2.8,4,CAPATAZ,,,0.5,0.129269945,,,Horas,2.0625
274,,,03110.2.8,5,"BANDEJA METALICA PARA RODILLO (9"")",,,2,0.517079779,,,ML,0.1
646,,,03110.2.8,5,CEPILLO BARRER CON PALO,,,2,0.517079779,,,ML,0.05
3120.1,,,,1,PAREDES,,,,,,,,
03120.1.1,,,3120.1,2,"SUMINISTRO, TRANSPORTE E INSTALACIÓN DE PERFIL PARA ANCLAJE DE PANEL DE PARED A PISO",,,,36,18,8,ML,
2852,,,03120.1.1,3,"MECHA TE-C+ HILTI 3/4"" X 12""                         ",,,2.78E-02,2.78E-02,,,PIEZA,0
4021,,,03120.1.1,3,TIZA DE HERRERIA,,,0.138888889,0.138888889,,,PZAS,0
4368,,,03120.1.1,3,"DISCOS DE ESMERIL 4 1/2""",,,0.138888889,0.138888889,,,PZAS,0
4821,,,03120.1.1,3,"MECHA 1/4"" METAL",,,5.56E-02,5.56E-02,,,PIEZA,0
5283,,,03120.1.1,3,"MECHA 3/4"" METAL",,,5.56E-02,5.56E-02,,,PIEZA,0
5533,,,03120.1.1,3,DISCO DE TRONZADORA,,,2.78E-02,2.78E-02,,,PZA,0
6078,,,03120.1.1,3,"DISCO CORTE EXTRAFINO DE 7 1/2""",,,0.138888889,0.138888889,,,PZA,0
6825,,,03120.1.1,3,"TORNILLO ALLEN CILINDRICO 1/4"" X 1 1/2""",,,5.56E-02,5.56E-02,,,PZA,0
6913,,,03120.1.1,3,"PERNO HILTY 5/8""",,,1,1,,,PZA,0
8609,,,03120.1.1,3,"TORNILLO AUTORROSC. P/LAMINA C/ARANDELAS 14 x 3/4""",,,1.388888889,1.388888889,,,PIEZA,0
8634,,,03120.1.1,3,PERFIL PARA ISOPANEL (REMATE U50X100X50 o L100X100),,,1,1,,,ML,0
141,,,03120.1.1,4,FABRICADOR 1RA,,,1,0.444444444,,,Horas,1.4425
2,,,03120.1.1,4,AYUDANTE,,,1,0.444444444,,,Horas,1.04625
5,,,03120.1.1,4,ALBAÑIL DE 1a,,,1,0.444444444,,,Horas,1.3775
501,,,03120.1.1,4,PLANIFICADOR,,,0.13,5.78E-02,,,Horas,2.3325
502,,,03120.1.1,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.111111111,,,Horas,2.3325
533,,,03120.1.1,4,CAPATAZ,,,0.5,0.222222222,,,Horas,2.0625
1007,,,03120.1.1,5,EXTENSION ELECTRICA 25 MTS,,,1,0.444444444,,,ML,0.15625
1202,,,03120.1.1,5,"ESMERIL 4""",,,1,0.444444444,,,ML,0.34375
326,,,03120.1.1,5,"TRONZADORA DE 14""",,,1,0.444444444,,,ML,0.5
637,,,03120.1.1,5,"TALADRO TE-25 HILTI ELECTRICO (1/2"" A 7/8"")",,,1,0.444444444,,,ML,3.90625
%*M,,,03120.1.1,6,TRANSPORTE DE MATERIALES (2%),,,,,,,%,1
03120.1.2,,,3120.1,2,"SUMINISTRO, TRANSPORTE E INSTALACIÓN DE PERFIL PARA ANCLAJE DE PANEL DE PARED A TECHO",,,,36,24,8,ML,
4021,,,03120.1.2,3,TIZA DE HERRERIA,,,0.138888889,0.138888889,,,PZAS,0
4111,,,03120.1.2,3,"ELECTRODO E-7018x 1/8""",,,5.56E-02,5.56E-02,,,KG,0
4368,,,03120.1.2,3,"DISCOS DE ESMERIL 4 1/2""",,,0.138888889,0.138888889,,,PZAS,0
4821,,,03120.1.2,3,"MECHA 1/4"" METAL",,,5.56E-02,5.56E-02,,,PIEZA,0
5533,,,03120.1.2,3,DISCO DE TRONZADORA,,,2.78E-02,2.78E-02,,,PZA,0
6078,,,03120.1.2,3,"DISCO CORTE EXTRAFINO DE 7 1/2""",,,0.138888889,0.138888889,,,PZA,0
6825,,,03120.1.2,3,"TORNILLO ALLEN CILINDRICO 1/4"" X 1 1/2""",,,5.56E-02,5.56E-02,,,PZA,0
8609,,,03120.1.2,3,"TORNILLO AUTORROSC. P/LAMINA C/ARANDELAS 14 x 3/4""",,,1.388888889,1.388888889,,,PIEZA,0
8634,,,03120.1.2,3,PERFIL PARA ISOPANEL (REMATE U50X100X50 o L100X100),,,1,1,,,ML,0
141,,,03120.1.2,4,FABRICADOR 1RA,,,1,0.333333333,,,Horas,1.4425
2,,,03120.1.2,4,AYUDANTE,,,2,0.666666667,,,Horas,1.04625
501,,,03120.1.2,4,PLANIFICADOR,,,0.13,4.33E-02,,,Horas,2.3325
502,,,03120.1.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,8.33E-02,,,Horas,2.3325
533,,,03120.1.2,4,CAPATAZ,,,0.5,0.166666667,,,Horas,2.0625
69,,,03120.1.2,4,SOLDADOR DE 1ERA,,,1,0.333333333,,,Horas,1.3775
