code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,day_price,
003014,,,3.1,4,SUPERVISOR DE SEGURIDAD,,,1.0,0.1,,,Dias,2.4963,19.97,
000767,,,3.1,4,CAPATAZ,,,0.5,0.05,,,Dias,2.2075,17.66,
002343,,,3.1,4,OPERADOR,,,1.0,0.1,,,Dias,1.6425,13.14,
000307,,,3.1,4,AYUDANTE,,,0.5,0.05,,,Dias,1.1913,9.53,
MCP-001,,,3.1,5,MESA DE CORTE PLASMA,,,1.0,0.1,,,Unidades,5.625,45.0,
007861,,,3.1,5,MONTACARGAS 3TON / SIN OPERADOR,,,0.13,0.013,,,Unidades,5.625,45.0,
001714,,,3.1,3,GAS PROPANO (RECARGA),,,1.0,0.108,,,kg,0.3492,,
011550,,,3.1,3,CILINDRO DE OXIGENO OXIROGA (CIL),,,1.0,0.05,,,CIL,34.5149,,
000428,,,3.1,3,Boquillas para corte Ox/Propano (Mesa),,,1.0,0.001,,,Pza,16.5,,
3.2,,,3,2,Limpieza manual mecanica (remoción de rebaba producto del corte).,,,,1.0,150.0,8,m,,,
002575,,,3.2,4,PLANIFICADOR,,,0.13,0.006933,,,Dias,2.4963,19.97,
003014,,,3.2,4,SUPERVISOR DE SEGURIDAD,,,1.0,0.053333,,,Dias,2.4963,19.97,
000767,,,3.2,4,CAPATAZ,,,0.5,0.026667,,,Dias,2.2075,17.66,
000307,,,3.2,4,AYUDANTE,,,1.0,0.053333,,,Dias,1.1913,9.53,
004562,,,3.2,5,ESMERIL 7´´-VARIOS,,,1.0,0.053333,,,Unidades,0.5113,4.09,
004570,,,3.2,5,EXTENSION ELECTRICA-ESTANDAR,,,1.0,0.053333,,,Unidades,0.1713,1.37,
004544,,,3.2,5,CARETA FACIAL-ESTANDAR,,,1.0,0.053333,,,Unidades,0.125,1.0,
001329,,,3.2,3,DISCO DESBASTE DIAMETRO 7 PULGADAS METAL,,,1.0,0.04,,,Pza,3.5508,,
3.3,,,3,2,Perforación en frio con uso de taladro radial, con ajustes dimensionales,  para Agujeros de piezas que conforman los visores,,,,1.0,30.0,8,Unidades,,,
002575,,,3.3,4,PLANIFICADOR,,,0.13,0.034667,,,Dias,2.4963,19.97,
003014,,,3.3,4,SUPERVISOR DE SEGURIDAD,,,1.0,0.266667,,,Dias,2.4963,19.97,
000767,,,3.3,4,CAPATAZ,,,0.5,0.133333,,,Dias,2.2075,17.66,
002343,,,3.3,4,OPERADOR,,,1.0,0.266667,,,Dias,1.6425,13.14,
000307,,,3.3,4,AYUDANTE,,,1.0,0.266667,,,Dias,1.1913,9.53,
TA-153,,,3.3,5,TALADRO RADIAL UCIMU,,,1.0,0.266667,,,Unidades,1.7188,13.75,
007861,,,3.3,5,MONTACARGAS 3TON / SIN OPERADOR,,,0.13,0.034667,,,Unidades,5.625,45.0,
002231,,,3.3,3,MECHA CILINDRICA H.S.S PARA ACERO 7/16" (11 MM),,,1.0,0.004,,,Pza,8.8,,
002230,,,3.3,3,MECHA CILINDRICA H.S.S PARA ACERO 16,5 MM,,,1.0,0.004,,,Pza,75.0,,
3.4,,,3,2,Mecanizado en torno de piezas para ensamblaje de visores (Bisel de bordes, avellanado en perforaciones, refrentado),,,,1.0,7.0,8,Pza,,,
002575,,,3.4,4,PLANIFICADOR,,,0.13,0.148571,,,Dias,2.4963,19.97,
003014,,,3.4,4,SUPERVISOR DE SEGURIDAD,,,1.0,1.142857,,,Dias,2.4963,19.97,
000767,,,3.4,4,CAPATAZ,,,0.5,0.571429,,,Dias,2.2075,17.66,
002343,,,3.4,4,OPERADOR,,,1.0,1.142857,,,Dias,1.6425,13.14,
000307,,,3.4,4,AYUDANTE,,,0.25,0.285714,,,Dias,1.1913,9.53,
TA-018,,,3.4,5,TORNO MISAL,,,1.0,1.142857,,,Unidades,2.8125,22.5,
013542,,,3.4,3,BURIL DE TUNGSTENO 12 MM,,,1.0,0.02,,,Pza,65.0,,
013542,,,3.4,3,Herramienta (Buril) de biselado y Avellanado para Torno Industrial ( Material HSS o Carburo de Tungsteno),,,1.0,0.02,,,Pza,65.0,,
3.5,,,3,2,Verificación dimensional y preensamblaje,,,,1.0,7.0,8,Pza,,,
002575,,,3.5,4,PLANIFICADOR,,,0.13,0.148571,,,Dias,2.4963,19.97,
003014,,,3.5,4,SUPERVISOR DE SEGURIDAD,,,1.0,1.142857,,,Dias,2.4963,19.97,
000767,,,3.5,4,CAPATAZ,,,0.5,0.571429,,,Dias,2.2075,17.66,
002343,,,3.5,4,OPERADOR,,,1.0,1.142857,,,Dias,1.6425,13.14,
000307,,,3.5,4,AYUDANTE,,,0.25,0.285714,,,Dias,1.1913,9.53,
004684,,,3.5,5,VERNIER 12" -S/N,,,1.0,1.142857,,,Unidades,0.0625,0.5,
004684,,,3.5,5,Lupa 30X,,,1.0,1.142857,,,Unidades,0.0625,0.5,
004684,,,3.5,5,Cinta Metrica  Fibra 30m,,,1.0,1.142857,,,Unidades,0.0625,0.5,
004623,,,3.5,5,MICROMETRO PARA INTERIOR 500 A 1600MM,,,1.0,1.142857,,,Unidades,0.1325,1.06,
004619,,,3.5,5,MICROMETRO EXTERIORES 125-150MM,,,1.0,1.142857,,,Unidades,0.0375,0.3,
004684,,,3.5,5,VERNIER 12" -S/N,,,1.0,1.142857,,,Unidades,0.0625,0.5,
004622,,,3.5,5,MICROMETRO PARA INTERIOR 50 A 500MM,,,1.0,1.142857,,,Unidades,0.0463,0.37,
004617,,,3.5,5,MICROMETRO PARA EXTERIORES 75-100MM,,,1.0,1.142857,,,Unidades,0.0188,0.15,
004745,,,3.5,5,ESCUADRA DE 24 PULG,,,1.0,1.142857,,,Unidades,0.02,0.16,
